"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"74","동물위탁관리업","02_03_10_P","4520000","452000004820180018","20180510","","01","영업/정상","0000","정상","","","","","041-549-2211","0","","충청남도 아산시 온천동 **** 명종합동물병원","충청남도 아산시 번영로 **, 명종합동물병원 (온천동)","31508","명애견센터","20220428181212","I","2022-07-02 17:34:28.0","","199924.051461","365060.138586","동물위탁관리업","동물위탁관리업","000","0",
"75","동물위탁관리업","02_03_10_P","4600000","460000004820180002","20180504","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍성읍 오관리 ***-* 홍성숯불갈비","충청남도 홍성군 홍성읍 홍성천길 ***","32236","개 최고","20220426184932","I","2022-07-02 17:34:28.0","","169798.692212","344164.217751","동물위탁관리업","동물위탁관리업","000","0",
"76","동물위탁관리업","02_03_10_P","4600000","460000004820180009","20180608","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 장곡면 옥계리 ***","","","아메리칸불리 이성후 케넬","20220426184932","I","2022-07-02 17:34:28.0","","176614.762907","331377.295619","동물위탁관리업","동물위탁관리업","000","0",
"77","동물위탁관리업","02_03_10_P","4600000","460000004820180012","20180712","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍성읍 월산리 ***-*","충청남도 홍성군 홍성읍 월산로**번길 **","32226","루이비 똥개 애견샵","20220426184932","I","2022-07-02 17:34:28.0","","168617.476497","344429.046812","동물위탁관리업","동물위탁관리업","000","0",
"78","동물위탁관리업","02_03_10_P","4600000","460000004820180015","20180918","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍성읍 오관리 ***-*","충청남도 홍성군 홍성읍 조양로 ***-*","32231","야옹아 멍멍 해바","20220426184933","I","2022-07-02 17:34:28.0","","170321.954597","344446.963604","동물위탁관리업","동물위탁관리업","000","0",
"79","동물위탁관리업","02_03_10_P","4600000","460000004820180016","20181003","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍성읍 남장리 ***-**","충청남도 홍성군 홍성읍 홍장북로 ***-*","32239","놀다가개","20220426184933","I","2022-07-02 17:34:28.0","","170257.706091","343572.650915","동물위탁관리업","동물위탁관리업","000","0",
"80","동물위탁관리업","02_03_10_P","4600000","460000004820180017","20181031","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 금마면 화양리 ***-*","충청남도 홍성군 금마면 철마산길 ***-**","32280","바나바스","20220426184933","I","2022-07-02 17:34:28.0","","175180.013057","346352.207199","동물위탁관리업","동물위탁관리업","000","0",
"81","동물위탁관리업","02_03_10_P","4600000","460000004820180019","20181207","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 장곡면 옥계리 ***","","","J-Bully Factory Korea","20220426184933","I","2022-07-02 17:34:28.0","","176614.762907","331377.295619","동물위탁관리업","동물위탁관리업","000","0",
"82","동물위탁관리업","02_03_10_P","4600000","460000004820190004","20190305","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍북읍 신경리 ***","충청남도 홍성군 홍북읍 애향*길 *","32257","쇼독(Show dog)","20220426184933","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"83","동물위탁관리업","02_03_10_P","4600000","460000004820200001","20200407","","01","영업/정상","0000","정상","","","","","041-631-9506","0","","충청남도 홍성군 홍북읍 신경리 ***","충청남도 홍성군 홍북읍 애향*길 **, *층 ***호","32257","개 아 나 유","20220426184933","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"84","동물위탁관리업","02_03_10_P","4600000","460000004820200004","20200522","","01","영업/정상","0000","정상","","","","","041-633-6631","0","","충청남도 홍성군 홍북읍 신경리 ***","충청남도 홍성군 홍북읍 애향*길 *","32257","show dog","20220426184933","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"85","동물위탁관리업","02_03_10_P","4600000","460000004820210003","20210218","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍북읍 신경리 ***","충청남도 홍성군 홍북읍 의향로 ***, JM골드타워 ***호","32256","사개절 펫살롱","20220426184933","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"86","동물위탁관리업","02_03_10_P","4600000","460000004820210010","20211220","","01","영업/정상","0000","정상","","","","","","0","","충청남도 홍성군 홍북읍 봉신리 ***-*","충청남도 홍성군 홍북읍 도청대로 ***-**","32278","꿈꾸는 강아지","20220426184933","I","2022-07-02 17:34:28.0","","170047.349824","347780.657361","동물위탁관리업","동물위탁관리업","000","0",
"87","동물위탁관리업","02_03_10_P","4600000","460000004820210011","20211229","","01","영업/정상","0000","정상","","","","","041-633-0214","0","","충청남도 홍성군 홍북읍 신경리 ***-* 센트럴 뉴 스퀘어","충청남도 홍성군 홍북읍 청사로***번길 **, 센트럴 뉴 스퀘어 ***호","32256","콜스낵","20220426184933","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"88","동물위탁관리업","02_03_10_P","4690000","469000004820180010","20181130","","01","영업/정상","0000","정상","","","","","","0","","전라북도 정읍시 시기동 ***-* 삼화그린아파트 상가 ***호","전라북도 정읍시 남북로 **, 삼화그린아파트 상가 ***호 (시기동)","56162","PET STYLE","20220428181155","I","2022-07-02 17:34:28.0","","186321.055109","229630.947619","동물위탁관리업","동물위탁관리업","000","0",
"89","동물위탁관리업","02_03_10_P","4690000","469000004820180012","20181213","","01","영업/정상","0000","정상","","","","","063-533-3339","0","","전라북도 정읍시 수성동 ***","전라북도 정읍시 초산로 ** (수성동)","56163","다독다독애견카페","20220428181155","I","2022-07-02 17:34:28.0","","186824.431646","229704.763824","동물위탁관리업","동물위탁관리업","000","0",
"90","동물위탁관리업","02_03_10_P","4690000","469000004820190003","20190403","","01","영업/정상","0000","정상","","","","","","0","","전라북도 정읍시 시기동 ***-* 전일샷시","전라북도 정읍시 관통로 ** (시기동)","56187","도그조아","20220428181156","I","2022-07-02 17:34:28.0","","187018.116843","229001.764068","동물위탁관리업","동물위탁관리업","000","0",
"91","동물위탁관리업","02_03_10_P","4690000","469000004820210001","20210209","","01","영업/정상","0000","정상","","","","","","0","","전라북도 정읍시 시기동 ***-*","전라북도 정읍시 정읍남로 ****-** (시기동)","56204","댕댕플래닛","20220428181156","I","2022-07-02 17:34:28.0","","187232.958318","228518.836992","동물위탁관리업","동물위탁관리업","000","0",
"92","동물위탁관리업","02_03_10_P","4900000","490000004820180002","20180927","","01","영업/정상","0000","정상","","","","","","0","","전라남도 화순군 화순읍 삼천리 ***-*","전라남도 화순군 화순읍 덕음로 ***","58140","잘놀개잘살개","20220428181145","I","2022-07-02 17:34:28.0","","198608.933527","171976.541306","동물위탁관리업","동물위탁관리업","000","0",
"93","동물위탁관리업","02_03_10_P","4900000","490000004820180005","20210115","","01","영업/정상","0000","정상","","","","","061-373-4002","0","","전라남도 화순군 화순읍 광덕리 **-*","전라남도 화순군 화순읍 중앙로 **-*","58123","바닐라 애견샵","20220428181147","I","2022-07-02 17:34:28.0","","198771.986625","173476.038061","동물위탁관리업","동물위탁관리업","000","0",
"94","동물위탁관리업","02_03_10_P","4900000","490000004820180006","20181115","","01","영업/정상","0000","정상","","","","","070-8810-6303","0","","전라남도 화순군 한천면 금전리 ***-*","전라남도 화순군 한천면 죽헌로 ***-*","58147","도담도담","20220428181148","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"95","동물위탁관리업","02_03_10_P","4900000","490000004820190001","20190128","","01","영업/정상","0000","정상","","","","","","0","","전라남도 화순군 도곡면 천암리 **-*","전라남도 화순군 도곡면 덕리길 **-*","58148","숲","20220428181149","I","2022-07-02 17:34:28.0","","191955.108284","168789.468559","동물위탁관리업","동물위탁관리업","000","0",
"96","동물위탁관리업","02_03_10_P","4910000","491000004820180001","20180918","","01","영업/정상","0000","정상","","","","","0618643760","0","","전라남도 장흥군 장흥읍 건산리 ***-*","전라남도 장흥군 장흥읍 의향길 *","59321","똥강아지","20220428181138","I","2022-07-02 17:34:28.0","","191297.659711","131568.610606","동물위탁관리업","동물위탁관리업","000","0",
"97","동물위탁관리업","02_03_10_P","4910000","491000004820190002","20191029","","01","영업/정상","0000","정상","","","","","","0","","전라남도 장흥군 장흥읍 건산리 ***-*","전라남도 장흥군 장흥읍 문림로 **-**","59324","멍이랑옹이랑","20220428181138","I","2022-07-02 17:34:28.0","","191816.020095","131316.767412","동물위탁관리업","동물위탁관리업","000","0",
"98","동물위탁관리업","02_03_10_P","4910000","491000004820210001","20210330","","01","영업/정상","0000","정상","","","","","","0","","전라남도 장흥군 장흥읍 건산리 ***-*","전라남도 장흥군 장흥읍 의향길 *","59321","똥강아지","20220428181138","I","2022-07-02 17:34:28.0","","191297.659711","131568.610606","동물위탁관리업","동물위탁관리업","000","0",
"99","동물위탁관리업","02_03_10_P","5110000","511000004820190007","20191028","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 냉림동 ***-*","경상북도 상주시 냉림*길 ** (냉림동)","37170","땅콩샌드네","20220428180952","I","2022-07-02 17:34:28.0","","304058.471668086","325306.388864165","동물위탁관리업","동물위탁관리업","000","0",
"100","동물위탁관리업","02_03_10_P","5110000","511000004820190008","20191119","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 성동동 **-*","경상북도 상주시 중앙로 *** (성동동)","37232","베베몽","20220428180952","I","2022-07-02 17:34:28.0","","304930.784937884","324533.027501229","동물위탁관리업","동물위탁관리업","000","0",
"101","동물위탁관리업","02_03_10_P","5110000","511000004820200001","20200324","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 낙동면 낙동리 ***","경상북도 상주시 낙동면 영남제일로 **","37251","스카이윙","20220428180952","I","2022-07-02 17:34:28.0","","316400.546554313","318811.673128186","동물위탁관리업","동물위탁관리업","000","0",
"102","동물위탁관리업","02_03_10_P","5110000","511000004820200002","20200605","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 낙양동 ***-**","경상북도 상주시 신서문*길 **, *층 (낙양동)","37208","리치독","20220428180953","I","2022-07-02 17:34:28.0","","303530.29217777","324086.9686451","동물위탁관리업","동물위탁관리업","000","0",
"103","동물위탁관리업","02_03_10_P","5110000","511000004820210001","20210915","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 냉림동 ***","경상북도 상주시 냉림로 *-*(냉림동)","37178","동그란 멍멍이","20220428180955","I","2022-07-02 17:34:28.0","","304213.634147284","324987.509726518","동물위탁관리업","동물위탁관리업","000","0",
"104","동물위탁관리업","02_03_10_P","5110000","511000004820220001","20220330","","01","영업/정상","0000","정상","","","","","","0","","경상북도 상주시 서성동 ***-*","경상북도 상주시 상산로 ***(서성동)","37188","개바라기","20220428180955","I","2022-07-02 17:34:28.0","","303917.793778327","324597.24536913","동물위탁관리업","동물위탁관리업","000","0",
